strategy_id,family,category,market,lookback_d,holding_d,weighting,universe,tier,shortable,gross_sharpe,ann_turnover_x,cost_drag_sr,net_cost_sharpe,noise_floor,net_deflated_sharpe,t_naive,t_deflated,survives_95,survives_strict
Mispricing composite|HK_equity|L5|H20|valu|top300,Mispricing composite (SY),equity_factor,HK_equity,5,20,value,top300,B,False,0.484,8.0,0.098,0.386,0.819,-0.433,1.34,-1.5,False,False
Short straddle/stran|300ETF_option|L20|H10|vol_|ex_smal,Short straddle/strangle (50ETF),options,300ETF_option,20,10,vol_scaled,ex_small30,B,True,0.781,33.9,0.396,0.385,0.819,-0.434,1.33,-1.5,False,False
Short straddle/stran|300ETF_option|L20|H60|valu|all,Short straddle/strangle (50ETF),options,300ETF_option,20,60,value,all,B,True,0.544,13.9,0.162,0.382,0.819,-0.437,1.32,-1.51,False,False
Profitability/qualit|A_share|L120|H60|vol_|all,Profitability/quality,equity_factor,A_share,120,60,vol_scaled,all,A,True,0.404,2.3,0.023,0.381,0.819,-0.439,1.32,-1.52,False,False
Abnormal turnover|HK_equity|L10|H60|valu|top300,Abnormal turnover,equity_factor,HK_equity,10,60,value,top300,B,False,0.591,17.3,0.212,0.379,0.819,-0.44,1.31,-1.53,False,False
"Size (CH-3 SMB, ex-s|HK_equity|L250|H1|valu|all","Size (CH-3 SMB, ex-shell)",equity_factor,HK_equity,250,1,value,all,A,True,0.544,13.4,0.164,0.38,0.819,-0.44,1.31,-1.52,False,False
Index-futures basis |index_fut|L20|H1|equa|top300,Index-futures basis (IF/IC),futures,index_fut,20,1,equal,top300,B,True,0.496,53.7,0.119,0.377,0.819,-0.442,1.31,-1.53,False,False
"Size (CH-3 SMB, ex-s|HK_equity|L20|H1|equa|all","Size (CH-3 SMB, ex-shell)",equity_factor,HK_equity,20,1,equal,all,A,True,0.541,13.4,0.164,0.377,0.819,-0.442,1.31,-1.53,False,False
Mispricing composite|A_share|L120|H1|rank|liquid_,Mispricing composite (SY),equity_factor,A_share,120,1,rank,liquid_top50pct,B,False,0.733,35.8,0.358,0.375,0.819,-0.444,1.3,-1.54,False,False
Idiosyncratic volati|HK_equity|L60|H10|rank|all,Idiosyncratic volatility,equity_factor,HK_equity,60,10,rank,all,B,False,0.582,17.0,0.207,0.375,0.819,-0.444,1.3,-1.54,False,False
Commodity hedging pr|index_fut|L5|H20|equa|top300,Commodity hedging pressure,futures,index_fut,5,20,equal,top300,B,True,0.388,6.0,0.013,0.375,0.819,-0.445,1.3,-1.54,False,False
Index-futures basis |index_fut|L20|H5|vol_|liquid_,Index-futures basis (IF/IC),futures,index_fut,20,5,vol_scaled,liquid_top50pct,B,True,0.426,24.0,0.053,0.373,0.819,-0.446,1.29,-1.55,False,False
"Size (CH-3 SMB, ex-s|A_share|L250|H5|vol_|all","Size (CH-3 SMB, ex-shell)",equity_factor,A_share,250,5,vol_scaled,all,A,True,0.43,6.0,0.06,0.37,0.819,-0.449,1.28,-1.56,False,False
Commodity XS-momentu|commodity_fut|L120|H10|equa|liquid_,Commodity XS-momentum,futures,commodity_fut,120,10,equal,liquid_top50pct,A,True,0.416,14.1,0.047,0.369,0.819,-0.45,1.28,-1.56,False,False
Abnormal turnover|A_share|L250|H60|rank|liquid_,Abnormal turnover,equity_factor,A_share,250,60,rank,liquid_top50pct,B,False,0.542,17.3,0.173,0.369,0.819,-0.45,1.28,-1.56,False,False
Commodity curve mome|commodity_fut|L250|H1|vol_|liquid_,Commodity curve momentum,futures,commodity_fut,250,1,vol_scaled,liquid_top50pct,A,True,0.487,35.8,0.119,0.368,0.819,-0.451,1.27,-1.56,False,False
Profitability/qualit|HK_equity|L5|H20|equa|ex_smal,Profitability/quality,equity_factor,HK_equity,5,20,equal,ex_small30,A,True,0.416,4.0,0.049,0.367,0.819,-0.452,1.27,-1.56,False,False
Options variance ris|50ETF_option|L120|H60|valu|all,Options variance risk premium,options,50ETF_option,120,60,value,all,B,True,0.529,13.9,0.162,0.367,0.819,-0.452,1.27,-1.57,False,False
Commodity hedging pr|index_fut|L120|H20|rank|top300,Commodity hedging pressure,futures,index_fut,120,20,rank,top300,B,True,0.379,6.0,0.013,0.366,0.819,-0.453,1.27,-1.57,False,False
Earnings surprise (P|HK_equity|L20|H60|rank|all,Earnings surprise (PEAD),equity_factor,HK_equity,20,60,rank,all,B,True,0.451,6.9,0.085,0.366,0.819,-0.453,1.27,-1.57,False,False
Deep RL portfolio|A_share|L120|H20|vol_|top300,Deep RL portfolio,ml_equity,A_share,120,20,vol_scaled,top300,C,True,0.616,25.0,0.25,0.366,0.819,-0.453,1.27,-1.57,False,False
ML cross-sectional (|A_share|L250|H5|equa|liquid_,ML cross-sectional (alpha101),ml_equity,A_share,250,5,equal,liquid_top50pct,C,True,0.765,40.0,0.4,0.365,0.819,-0.454,1.27,-1.57,False,False
Idiosyncratic volati|A_share|L120|H60|vol_|all,Idiosyncratic volatility,equity_factor,A_share,120,60,vol_scaled,all,B,False,0.433,6.9,0.069,0.364,0.819,-0.455,1.26,-1.58,False,False
"Size (CH-3 SMB, ex-s|HK_equity|L250|H1|equa|all","Size (CH-3 SMB, ex-shell)",equity_factor,HK_equity,250,1,equal,all,A,True,0.528,13.4,0.164,0.364,0.819,-0.455,1.26,-1.58,False,False
Commodity carry/basi|index_fut|L120|H5|rank|all,Commodity carry/basis,futures,index_fut,120,5,rank,all,A,True,0.39,12.0,0.027,0.364,0.819,-0.455,1.26,-1.58,False,False
"Size (CH-3 SMB, ex-s|HK_equity|L60|H10|valu|liquid_","Size (CH-3 SMB, ex-shell)",equity_factor,HK_equity,60,10,value,liquid_top50pct,A,True,0.416,4.2,0.052,0.364,0.819,-0.455,1.26,-1.58,False,False
Index-futures basis |index_fut|L250|H10|equa|liquid_,Index-futures basis (IF/IC),futures,index_fut,250,10,equal,liquid_top50pct,B,True,0.399,17.0,0.038,0.361,0.819,-0.458,1.25,-1.59,False,False
A-H premium converge|AH_pair|L120|H60|equa|all,A-H premium convergence,cross_border,AH_pair,120,60,equal,all,C,False,0.418,3.5,0.058,0.361,0.819,-0.458,1.25,-1.59,False,False
Profitability/qualit|HK_equity|L250|H1|vol_|ex_smal,Profitability/quality,equity_factor,HK_equity,250,1,vol_scaled,ex_small30,A,True,0.579,17.9,0.219,0.361,0.819,-0.458,1.25,-1.59,False,False
"Size (CH-3 SMB, ex-s|HK_equity|L60|H10|rank|top300","Size (CH-3 SMB, ex-shell)",equity_factor,HK_equity,60,10,rank,top300,A,True,0.413,4.2,0.052,0.361,0.819,-0.458,1.25,-1.59,False,False
Idiosyncratic volati|HK_equity|L10|H20|vol_|top300,Idiosyncratic volatility,equity_factor,HK_equity,10,20,vol_scaled,top300,B,False,0.507,12.0,0.147,0.36,0.819,-0.459,1.25,-1.59,False,False
Investment/asset gro|HK_equity|L20|H10|equa|ex_smal,Investment/asset growth,equity_factor,HK_equity,20,10,equal,ex_small30,B,True,0.429,5.7,0.069,0.36,0.819,-0.459,1.25,-1.59,False,False
ML cross-sectional (|HK_equity|L20|H10|rank|liquid_,ML cross-sectional (alpha101),ml_equity,HK_equity,20,10,rank,liquid_top50pct,C,True,0.705,28.3,0.346,0.359,0.819,-0.46,1.24,-1.59,False,False
Commodity XS-momentu|commodity_fut|L20|H1|equa|ex_smal,Commodity XS-momentum,futures,commodity_fut,20,1,equal,ex_small30,A,True,0.505,44.7,0.149,0.356,0.819,-0.463,1.23,-1.61,False,False
Commodity TS-momentu|commodity_fut|L5|H1|rank|all,Commodity TS-momentum,futures,commodity_fut,5,1,rank,all,A,True,0.504,44.7,0.149,0.355,0.819,-0.464,1.23,-1.61,False,False
Profitability/qualit|HK_equity|L60|H60|vol_|top300,Profitability/quality,equity_factor,HK_equity,60,60,vol_scaled,top300,A,True,0.382,2.3,0.028,0.354,0.819,-0.465,1.23,-1.61,False,False
Commodity hedging pr|commodity_fut|L250|H1|equa|all,Commodity hedging pressure,futures,commodity_fut,250,1,equal,all,B,True,0.443,26.8,0.089,0.353,0.819,-0.466,1.22,-1.61,False,False
Commodity hedging pr|commodity_fut|L10|H1|equa|top300,Commodity hedging pressure,futures,commodity_fut,10,1,equal,top300,B,True,0.443,26.8,0.089,0.353,0.819,-0.466,1.22,-1.61,False,False
Earnings surprise (P|A_share|L10|H10|valu|liquid_,Earnings surprise (PEAD),equity_factor,A_share,10,10,value,liquid_top50pct,B,True,0.522,17.0,0.17,0.353,0.819,-0.467,1.22,-1.62,False,False
Analyst revisions|A_share|L20|H20|vol_|top300,Analyst revisions,equity_factor,A_share,20,20,vol_scaled,top300,B,True,0.472,12.0,0.12,0.352,0.819,-0.467,1.22,-1.62,False,False
Options variance ris|300ETF_option|L20|H5|rank|all,Options variance risk premium,options,300ETF_option,20,5,rank,all,B,True,0.911,48.0,0.56,0.351,0.819,-0.468,1.22,-1.62,False,False
ML cross-sectional (|A_share|L5|H60|vol_|liquid_,ML cross-sectional (alpha101),ml_equity,A_share,5,60,vol_scaled,liquid_top50pct,C,True,0.467,11.5,0.115,0.352,0.819,-0.468,1.22,-1.62,False,False
Options variance ris|300ETF_option|L60|H10|equa|all,Options variance risk premium,options,300ETF_option,60,10,equal,all,B,True,0.747,33.9,0.396,0.351,0.819,-0.468,1.22,-1.62,False,False
ML cross-sectional (|HK_equity|L10|H60|valu|all,ML cross-sectional (alpha101),ml_equity,HK_equity,10,60,value,all,C,True,0.491,11.5,0.141,0.35,0.819,-0.469,1.21,-1.62,False,False
Deep RL portfolio|HK_equity|L250|H20|equa|all,Deep RL portfolio,ml_equity,HK_equity,250,20,equal,all,C,True,0.655,25.0,0.306,0.35,0.819,-0.469,1.21,-1.63,False,False
Investment/asset gro|HK_equity|L10|H60|valu|liquid_,Investment/asset growth,equity_factor,HK_equity,10,60,value,liquid_top50pct,B,True,0.378,2.3,0.028,0.349,0.819,-0.47,1.21,-1.63,False,False
Short straddle/stran|50ETF_option|L20|H60|rank|liquid_,Short straddle/strangle (50ETF),options,50ETF_option,20,60,rank,liquid_top50pct,B,True,0.51,13.9,0.162,0.348,0.819,-0.471,1.21,-1.63,False,False
Commodity basis-mome|commodity_fut|L20|H1|equa|top300,Commodity basis-momentum,futures,commodity_fut,20,1,equal,top300,A,True,0.467,35.8,0.119,0.347,0.819,-0.472,1.2,-1.63,False,False
Earnings surprise (P|HK_equity|L10|H10|rank|liquid_,Earnings surprise (PEAD),equity_factor,HK_equity,10,10,rank,liquid_top50pct,B,True,0.554,17.0,0.207,0.346,0.819,-0.473,1.2,-1.64,False,False
ML cross-sectional (|HK_equity|L120|H20|equa|all,ML cross-sectional (alpha101),ml_equity,HK_equity,120,20,equal,all,C,True,0.591,20.0,0.244,0.346,0.819,-0.473,1.2,-1.64,False,False
Idiosyncratic volati|A_share|L250|H20|rank|all,Idiosyncratic volatility,equity_factor,A_share,250,20,rank,all,B,False,0.465,12.0,0.12,0.345,0.819,-0.474,1.2,-1.64,False,False
Idiosyncratic volati|HK_equity|L5|H5|vol_|liquid_,Idiosyncratic volatility,equity_factor,HK_equity,5,5,vol_scaled,liquid_top50pct,B,False,0.638,24.0,0.293,0.345,0.819,-0.474,1.2,-1.64,False,False
Earnings surprise (P|A_share|L20|H5|vol_|top300,Earnings surprise (PEAD),equity_factor,A_share,20,5,vol_scaled,top300,B,True,0.582,24.0,0.24,0.342,0.819,-0.477,1.19,-1.65,False,False
Profitability/qualit|HK_equity|L250|H60|equa|liquid_,Profitability/quality,equity_factor,HK_equity,250,60,equal,liquid_top50pct,A,True,0.37,2.3,0.028,0.342,0.819,-0.477,1.18,-1.65,False,False
Profitability/qualit|A_share|L250|H60|vol_|all,Profitability/quality,equity_factor,A_share,250,60,vol_scaled,all,A,True,0.364,2.3,0.023,0.341,0.819,-0.478,1.18,-1.66,False,False
Analyst revisions|HK_equity|L120|H60|equa|all,Analyst revisions,equity_factor,HK_equity,120,60,equal,all,B,True,0.423,6.9,0.085,0.338,0.819,-0.481,1.17,-1.67,False,False
Deep RL portfolio|A_share|L120|H20|valu|all,Deep RL portfolio,ml_equity,A_share,120,20,value,all,C,True,0.587,25.0,0.25,0.337,0.819,-0.482,1.17,-1.67,False,False
Delta-hedged option |50ETF_option|L120|H20|vol_|liquid_,Delta-hedged option selling,options,50ETF_option,120,20,vol_scaled,liquid_top50pct,B,True,0.921,50.0,0.583,0.337,0.819,-0.482,1.17,-1.67,False,False
ML cross-sectional (|A_share|L250|H20|rank|ex_smal,ML cross-sectional (alpha101),ml_equity,A_share,250,20,rank,ex_small30,C,True,0.536,20.0,0.2,0.336,0.819,-0.483,1.17,-1.67,False,False
Index-futures basis |commodity_fut|L60|H10|valu|liquid_,Index-futures basis (IF/IC),futures,commodity_fut,60,10,value,liquid_top50pct,B,True,0.393,17.0,0.057,0.337,0.819,-0.483,1.17,-1.67,False,False
Commodity hedging pr|index_fut|L120|H1|rank|liquid_,Commodity hedging pressure,futures,index_fut,120,1,rank,liquid_top50pct,B,True,0.396,26.8,0.06,0.336,0.819,-0.483,1.17,-1.67,False,False
Short-term reversal|A_share|L60|H20|valu|ex_smal,Short-term reversal,equity_factor,A_share,60,20,value,ex_small30,B,False,0.734,40.0,0.4,0.334,0.819,-0.485,1.16,-1.68,False,False
Commodity XS-momentu|commodity_fut|L120|H1|valu|liquid_,Commodity XS-momentum,futures,commodity_fut,120,1,value,liquid_top50pct,A,True,0.484,44.7,0.149,0.335,0.819,-0.485,1.16,-1.68,False,False
Commodity XS-momentu|commodity_fut|L5|H10|equa|all,Commodity XS-momentum,futures,commodity_fut,5,10,equal,all,A,True,0.381,14.1,0.047,0.334,0.819,-0.486,1.16,-1.68,False,False
Convertible bond arb|convertible|L20|H1|rank|top300,Convertible bond arbitrage,cross_asset,convertible,20,1,rank,top300,B,True,0.63,35.8,0.298,0.332,0.819,-0.487,1.15,-1.69,False,False
Commodity carry/basi|index_fut|L120|H20|equa|top300,Commodity carry/basis,futures,index_fut,120,20,equal,top300,A,True,0.343,6.0,0.013,0.33,0.819,-0.489,1.14,-1.7,False,False
PCR/skew/VIX market |50ETF_option|L250|H10|rank|top300,PCR/skew/VIX market timing,options,50ETF_option,250,10,rank,top300,B,True,0.527,17.0,0.198,0.329,0.819,-0.49,1.14,-1.7,False,False
Index-futures basis |index_fut|L5|H10|vol_|liquid_,Index-futures basis (IF/IC),futures,index_fut,5,10,vol_scaled,liquid_top50pct,B,True,0.365,17.0,0.038,0.328,0.819,-0.491,1.14,-1.7,False,False
Commodity XS-momentu|commodity_fut|L250|H1|rank|all,Commodity XS-momentum,futures,commodity_fut,250,1,rank,all,A,True,0.476,44.7,0.149,0.327,0.819,-0.492,1.13,-1.71,False,False
Idiosyncratic volati|A_share|L120|H10|rank|all,Idiosyncratic volatility,equity_factor,A_share,120,10,rank,all,B,False,0.496,17.0,0.17,0.326,0.819,-0.493,1.13,-1.71,False,False
Option ML return pre|50ETF_option|L5|H20|rank|liquid_,Option ML return prediction,options,50ETF_option,5,20,rank,liquid_top50pct,C,True,0.674,30.0,0.35,0.324,0.819,-0.495,1.12,-1.71,False,False
Profitability/qualit|A_share|L120|H60|vol_|ex_smal,Profitability/quality,equity_factor,A_share,120,60,vol_scaled,ex_small30,A,True,0.346,2.3,0.023,0.323,0.819,-0.496,1.12,-1.72,False,False
Options variance ris|300ETF_option|L20|H20|valu|all,Options variance risk premium,options,300ETF_option,20,20,value,all,B,True,0.602,24.0,0.28,0.322,0.819,-0.497,1.11,-1.72,False,False
Commodity hedging pr|commodity_fut|L5|H5|equa|liquid_,Commodity hedging pressure,futures,commodity_fut,5,5,equal,liquid_top50pct,B,True,0.361,12.0,0.04,0.321,0.819,-0.498,1.11,-1.73,False,False
ML cross-sectional (|HK_equity|L10|H10|rank|top300,ML cross-sectional (alpha101),ml_equity,HK_equity,10,10,rank,top300,C,True,0.667,28.3,0.346,0.321,0.819,-0.498,1.11,-1.73,False,False
Idiosyncratic volati|A_share|L20|H60|valu|ex_smal,Idiosyncratic volatility,equity_factor,A_share,20,60,value,ex_small30,B,False,0.39,6.9,0.069,0.321,0.819,-0.498,1.11,-1.73,False,False
"Size (CH-3 SMB, ex-s|HK_equity|L5|H10|vol_|all","Size (CH-3 SMB, ex-shell)",equity_factor,HK_equity,5,10,vol_scaled,all,A,True,0.372,4.2,0.052,0.32,0.819,-0.499,1.11,-1.73,False,False
Analyst revisions|HK_equity|L5|H60|vol_|ex_smal,Analyst revisions,equity_factor,HK_equity,5,60,vol_scaled,ex_small30,B,True,0.404,6.9,0.085,0.319,0.819,-0.5,1.11,-1.73,False,False
Commodity basis-mome|index_fut|L5|H1|rank|ex_smal,Commodity basis-momentum,futures,index_fut,5,1,rank,ex_small30,A,True,0.396,35.8,0.08,0.317,0.819,-0.502,1.1,-1.74,False,False
Abnormal turnover|A_share|L10|H10|equa|liquid_,Abnormal turnover,equity_factor,A_share,10,10,equal,liquid_top50pct,B,False,0.742,42.4,0.424,0.317,0.819,-0.502,1.1,-1.74,False,False
Investment/asset gro|HK_equity|L10|H5|valu|all,Investment/asset growth,equity_factor,HK_equity,10,5,value,all,B,True,0.415,8.0,0.098,0.317,0.819,-0.502,1.1,-1.74,False,False
Delta-hedged option |50ETF_option|L250|H60|equa|ex_smal,Delta-hedged option selling,options,50ETF_option,250,60,equal,ex_small30,B,True,0.652,28.9,0.337,0.315,0.819,-0.504,1.09,-1.75,False,False
Deep RL portfolio|A_share|L20|H60|equa|liquid_,Deep RL portfolio,ml_equity,A_share,20,60,equal,liquid_top50pct,C,True,0.46,14.4,0.144,0.315,0.819,-0.504,1.09,-1.74,False,False
Abnormal turnover|HK_equity|L250|H10|vol_|all,Abnormal turnover,equity_factor,HK_equity,250,10,vol_scaled,all,B,False,0.834,42.4,0.519,0.315,0.819,-0.504,1.09,-1.74,False,False
Commodity hedging pr|commodity_fut|L10|H10|valu|all,Commodity hedging pressure,futures,commodity_fut,10,10,value,all,B,True,0.342,8.5,0.028,0.314,0.819,-0.505,1.09,-1.75,False,False
Earnings surprise (P|A_share|L120|H20|vol_|liquid_,Earnings surprise (PEAD),equity_factor,A_share,120,20,vol_scaled,liquid_top50pct,B,True,0.434,12.0,0.12,0.314,0.819,-0.505,1.09,-1.75,False,False
Short-term reversal|A_share|L5|H60|valu|all,Short-term reversal,equity_factor,A_share,5,60,value,all,B,False,0.544,23.1,0.231,0.313,0.819,-0.506,1.09,-1.75,False,False
Commodity curve mome|commodity_fut|L20|H1|rank|ex_smal,Commodity curve momentum,futures,commodity_fut,20,1,rank,ex_small30,A,True,0.433,35.8,0.119,0.313,0.819,-0.506,1.09,-1.75,False,False
"Size (CH-3 SMB, ex-s|A_share|L20|H1|valu|all","Size (CH-3 SMB, ex-shell)",equity_factor,A_share,20,1,value,all,A,True,0.447,13.4,0.134,0.313,0.819,-0.506,1.08,-1.75,False,False
"Size (CH-3 SMB, ex-s|HK_equity|L5|H5|rank|liquid_","Size (CH-3 SMB, ex-shell)",equity_factor,HK_equity,5,5,rank,liquid_top50pct,A,True,0.386,6.0,0.073,0.313,0.819,-0.506,1.08,-1.75,False,False
A-H premium converge|AH_pair|L10|H60|equa|ex_smal,A-H premium convergence,cross_border,AH_pair,10,60,equal,ex_small30,C,False,0.37,3.5,0.058,0.313,0.819,-0.506,1.08,-1.75,False,False
Profitability/qualit|A_share|L5|H1|vol_|ex_smal,Profitability/quality,equity_factor,A_share,5,1,vol_scaled,ex_small30,A,True,0.49,17.9,0.179,0.312,0.819,-0.508,1.08,-1.76,False,False
Analyst revisions|A_share|L250|H60|valu|all,Analyst revisions,equity_factor,A_share,250,60,value,all,B,True,0.38,6.9,0.069,0.311,0.819,-0.508,1.08,-1.76,False,False
Short-term reversal|A_share|L250|H10|valu|liquid_,Short-term reversal,equity_factor,A_share,250,10,value,liquid_top50pct,B,False,0.877,56.6,0.566,0.311,0.819,-0.508,1.08,-1.76,False,False
Commodity hedging pr|index_fut|L250|H20|vol_|ex_smal,Commodity hedging pressure,futures,index_fut,250,20,vol_scaled,ex_small30,B,True,0.323,6.0,0.013,0.309,0.819,-0.51,1.07,-1.77,False,False
Analyst revisions|A_share|L120|H60|equa|all,Analyst revisions,equity_factor,A_share,120,60,equal,all,B,True,0.378,6.9,0.069,0.308,0.819,-0.511,1.07,-1.77,False,False
Analyst revisions|A_share|L10|H10|vol_|ex_smal,Analyst revisions,equity_factor,A_share,10,10,vol_scaled,ex_small30,B,True,0.478,17.0,0.17,0.308,0.819,-0.511,1.07,-1.77,False,False
Earnings surprise (P|A_share|L10|H10|equa|all,Earnings surprise (PEAD),equity_factor,A_share,10,10,equal,all,B,True,0.477,17.0,0.17,0.307,0.819,-0.512,1.06,-1.77,False,False
Mispricing composite|A_share|L10|H1|equa|top300,Mispricing composite (SY),equity_factor,A_share,10,1,equal,top300,B,False,0.664,35.8,0.358,0.306,0.819,-0.513,1.06,-1.78,False,False
Deep RL portfolio|HK_equity|L120|H60|vol_|top300,Deep RL portfolio,ml_equity,HK_equity,120,60,vol_scaled,top300,C,True,0.483,14.4,0.176,0.306,0.819,-0.513,1.06,-1.78,False,False
Option ML return pre|300ETF_option|L5|H20|valu|all,Option ML return prediction,options,300ETF_option,5,20,value,all,C,True,0.656,30.0,0.35,0.306,0.819,-0.513,1.06,-1.78,False,False
Commodity TS-momentu|index_fut|L250|H1|vol_|all,Commodity TS-momentum,futures,index_fut,250,1,vol_scaled,all,A,True,0.406,44.7,0.099,0.306,0.819,-0.513,1.06,-1.78,False,False
Earnings surprise (P|HK_equity|L120|H10|equa|liquid_,Earnings surprise (PEAD),equity_factor,HK_equity,120,10,equal,liquid_top50pct,B,True,0.512,17.0,0.207,0.304,0.819,-0.515,1.05,-1.78,False,False
Commodity XS-momentu|index_fut|L250|H1|vol_|all,Commodity XS-momentum,futures,index_fut,250,1,vol_scaled,all,A,True,0.403,44.7,0.099,0.304,0.819,-0.515,1.05,-1.79,False,False
Options variance ris|50ETF_option|L250|H10|valu|top300,Options variance risk premium,options,50ETF_option,250,10,value,top300,B,True,0.699,33.9,0.396,0.303,0.819,-0.516,1.05,-1.79,False,False
A-H premium converge|AH_pair|L10|H10|vol_|liquid_,A-H premium convergence,cross_border,AH_pair,10,10,vol_scaled,liquid_top50pct,C,False,0.444,8.5,0.141,0.303,0.819,-0.516,1.05,-1.79,False,False
Deep RL portfolio|HK_equity|L60|H5|equa|all,Deep RL portfolio,ml_equity,HK_equity,60,5,equal,all,C,True,0.913,50.0,0.611,0.302,0.819,-0.517,1.05,-1.79,False,False
"Size (CH-3 SMB, ex-s|HK_equity|L120|H1|rank|top300","Size (CH-3 SMB, ex-shell)",equity_factor,HK_equity,120,1,rank,top300,A,True,0.463,13.4,0.164,0.299,0.819,-0.52,1.04,-1.8,False,False
Commodity hedging pr|index_fut|L10|H1|vol_|ex_smal,Commodity hedging pressure,futures,index_fut,10,1,vol_scaled,ex_small30,B,True,0.358,26.8,0.06,0.298,0.819,-0.521,1.03,-1.8,False,False
Momentum (12-1)|HK_equity|L250|H60|valu|liquid_,Momentum (12-1),equity_factor,HK_equity,250,60,value,liquid_top50pct,B,True,0.353,4.6,0.056,0.297,0.819,-0.522,1.03,-1.81,False,False
Commodity hedging pr|index_fut|L10|H5|equa|liquid_,Commodity hedging pressure,futures,index_fut,10,5,equal,liquid_top50pct,B,True,0.323,12.0,0.027,0.296,0.819,-0.523,1.02,-1.81,False,False
Profitability/qualit|HK_equity|L120|H60|rank|top300,Profitability/quality,equity_factor,HK_equity,120,60,rank,top300,A,True,0.324,2.3,0.028,0.295,0.819,-0.524,1.02,-1.81,False,False
Idiosyncratic volati|HK_equity|L10|H5|valu|top300,Idiosyncratic volatility,equity_factor,HK_equity,10,5,value,top300,B,False,0.587,24.0,0.293,0.294,0.819,-0.525,1.02,-1.82,False,False
Earnings surprise (P|HK_equity|L250|H5|valu|ex_smal,Earnings surprise (PEAD),equity_factor,HK_equity,250,5,value,ex_small30,B,True,0.587,24.0,0.293,0.294,0.819,-0.525,1.02,-1.82,False,False
Option ML return pre|300ETF_option|L5|H60|equa|liquid_,Option ML return prediction,options,300ETF_option,5,60,equal,liquid_top50pct,C,True,0.496,17.3,0.202,0.294,0.819,-0.526,1.02,-1.82,False,False
Abnormal turnover|A_share|L20|H20|rank|liquid_,Abnormal turnover,equity_factor,A_share,20,20,rank,liquid_top50pct,B,False,0.591,30.0,0.3,0.291,0.819,-0.528,1.01,-1.83,False,False
Momentum (12-1)|A_share|L10|H10|valu|top300,Momentum (12-1),equity_factor,A_share,10,10,value,top300,B,True,0.404,11.3,0.113,0.291,0.819,-0.528,1.01,-1.83,False,False
Deep RL portfolio|A_share|L120|H10|equa|liquid_,Deep RL portfolio,ml_equity,A_share,120,10,equal,liquid_top50pct,C,True,0.644,35.4,0.354,0.29,0.819,-0.529,1.01,-1.83,False,False
Profitability/qualit|A_share|L5|H10|valu|liquid_,Profitability/quality,equity_factor,A_share,5,10,value,liquid_top50pct,A,True,0.346,5.7,0.057,0.29,0.819,-0.529,1.0,-1.83,False,False
Delta-hedged option |50ETF_option|L250|H20|rank|top300,Delta-hedged option selling,options,50ETF_option,250,20,rank,top300,B,True,0.87,50.0,0.583,0.286,0.819,-0.533,0.99,-1.85,False,False
Momentum (12-1)|HK_equity|L120|H60|rank|top300,Momentum (12-1),equity_factor,HK_equity,120,60,rank,top300,B,True,0.341,4.6,0.056,0.285,0.819,-0.534,0.99,-1.85,False,False
Mispricing composite|A_share|L20|H1|equa|liquid_,Mispricing composite (SY),equity_factor,A_share,20,1,equal,liquid_top50pct,B,False,0.642,35.8,0.358,0.284,0.819,-0.535,0.98,-1.85,False,False
Investment/asset gro|A_share|L10|H20|rank|ex_smal,Investment/asset growth,equity_factor,A_share,10,20,rank,ex_small30,B,True,0.324,4.0,0.04,0.284,0.819,-0.535,0.98,-1.85,False,False
Delta-hedged option |300ETF_option|L250|H20|equa|ex_smal,Delta-hedged option selling,options,300ETF_option,250,20,equal,ex_small30,B,True,0.867,50.0,0.583,0.284,0.819,-0.535,0.98,-1.85,False,False
Momentum (12-1)|HK_equity|L250|H10|rank|ex_smal,Momentum (12-1),equity_factor,HK_equity,250,10,rank,ex_small30,B,True,0.422,11.3,0.138,0.284,0.819,-0.535,0.98,-1.85,False,False
Investment/asset gro|HK_equity|L10|H10|valu|liquid_,Investment/asset growth,equity_factor,HK_equity,10,10,value,liquid_top50pct,B,True,0.353,5.7,0.069,0.284,0.819,-0.535,0.98,-1.85,False,False
A-H premium converge|AH_pair|L120|H5|rank|all,A-H premium convergence,cross_border,AH_pair,120,5,rank,all,C,False,0.483,12.0,0.2,0.283,0.819,-0.536,0.98,-1.86,False,False
Option ML return pre|50ETF_option|L10|H20|equa|top300,Option ML return prediction,options,50ETF_option,10,20,equal,top300,C,True,0.632,30.0,0.35,0.282,0.819,-0.537,0.98,-1.86,False,False
Idiosyncratic volati|A_share|L60|H60|equa|ex_smal,Idiosyncratic volatility,equity_factor,A_share,60,60,equal,ex_small30,B,False,0.35,6.9,0.069,0.281,0.819,-0.538,0.97,-1.86,False,False
Convertible bond arb|convertible|L20|H5|rank|all,Convertible bond arbitrage,cross_asset,convertible,20,5,rank,all,B,True,0.412,16.0,0.133,0.278,0.819,-0.541,0.96,-1.87,False,False
Options variance ris|300ETF_option|L10|H10|rank|liquid_,Options variance risk premium,options,300ETF_option,10,10,rank,liquid_top50pct,B,True,0.674,33.9,0.396,0.278,0.819,-0.541,0.96,-1.87,False,False
Investment/asset gro|HK_equity|L20|H20|vol_|ex_smal,Investment/asset growth,equity_factor,HK_equity,20,20,vol_scaled,ex_small30,B,True,0.326,4.0,0.049,0.277,0.819,-0.542,0.96,-1.88,False,False
